YT_ID,Start_time,End_time,Label,Genre
wlZIt3p3-10, 20.000, 30.000,/m/06j6l,Rhythm and blues
x6U1gX5a_4M, 30.000, 40.000,/m/0glt670,Hip hop music
x7tOPTm31tQ, 170.000, 180.000,/m/06by7,Rock music
x85BtdoxRek, 180.000, 190.000,/m/0glt670,Hip hop music
xUMzNtC2ITA, 90.000, 100.000,/m/06by7,Rock music
xXVis-FfnNM, 40.000, 50.000,/m/07gxw,Techno
xfRvVg0It1c, 30.000, 40.000,/m/07gxw,Techno
xk4U8BembHM, 470.000, 480.000,/m/06by7,Rock music
yCVsv3Id-68, 80.000, 90.000,/m/07gxw,Techno
yGMif1GAu2M, 70.000, 80.000,/m/0y4f8,Vocal music
yIFP8fkq8GU, 90.000, 100.000,/m/064t9,Pop music
yKIE8sIQpJU, 30.000, 40.000,/m/064t9,Pop music
yQN9gj7Vk0w, 70.000, 80.000,/m/06by7,Rock music
yZRTQX8pcMY, 490.000, 500.000,/m/0y4f8,Vocal music
y_TnstfXeBQ, 30.000, 40.000,/m/06by7,Rock music
ykkVTInYctY, 120.000, 130.000,/m/064t9,Pop music
yqb4GenP8gs, 160.000, 170.000,/m/06j6l,Rhythm and blues
zVuH6RSpvyY, 80.000, 90.000,/m/06cqb,Reggae
zcc7dJIY7uc, 0.000, 10.000,/m/06cqb,Reggae
zqga01RTsB4, 20.000, 30.000,/m/07gxw,Techno
